city,url,text,image
marseille,https://www.lonelyplanet.com/france/provence/marseille," Grit and grandeur coexist seamlessly in Marseille, an exuberantly multicultural port city with a pedigree stretching back to classical Greece and a fair claim to the mantle of France's second city. Once seen as somewhat dirty and dangerous, and lacking the glamour of Cannes or St-Tropez, this black sheep of the Provençal coastline has blossomed in cultural confidence since its 2013 stint as the European Capital of Culture. The addition of a brace of swanky new museums is just the outward sign of an optimism and self-belief that's almost palpable.",https://lp-cms-production.imgix.net/2019-06/b089c412c647e05341592171b6d34ba8-marseille.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
bengaluru-bangalore,https://www.lonelyplanet.com/india/bengaluru-bangalore," Cosmopolitan Bengaluru (formerly Bangalore) is one of India's most progressive and developed cities, blessed with a benevolent climate, a modern metro system, and a burgeoning drinking, dining and shopping scene. Its creature comforts are a godsend to the weary traveller who has done the hard yards, and it's a great city for mixing with locals in craft-beer joints or quirky independent cafes. Though there are no world-class sights, you'll find lovely parks and striking Victorian-era architecture.",https://lp-cms-production.imgix.net/2019-06/9483508eeee2b78a7356a15ed9c337a1-bengaluru-bangalore.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
london,https://www.lonelyplanet.com/england/london," One of the world's most visited cities, London has something for everyone: from history and culture to fine food and good times. Immersed in history, London's rich seams of eye-opening antiquity are everywhere. The city's buildings are striking milestones in a unique and beguiling biography, and a great many of them – the Tower of London, Westminster Abbey, Big Ben – are instantly recognisable landmarks. There’s more than enough innovation (the Shard, the Tate Modern extension, the Sky Garden) to put a crackle in the air, but it never drowns out London’s seasoned, centuries-old narrative. Architectural grandeur rises up all around you in the West End, ancient remains dot the City and charming pubs punctuate the historic quarters, leafy suburbs and river banks. Take your pick. A tireless innovator of art and culture, London is a city of ideas and the imagination. Londoners have always been fiercely independent thinkers (and critics), but until not so long ago people were suspicious of anything they considered avant-garde. That’s in the past now, and the city’s creative milieu is streaked with left-field attitude, whether it's theatrical innovation, contemporary art, pioneering music, writing, poetry, architecture or design. Food is another creative arena that has become a tireless obsession in certain circles. This city is deeply multicultural, with one in three Londoners foreign-born, representing 270 nationalities and 300 tongues. The UK may have voted for Brexit (although the majority of Londoners didn't), but for now London remains one of the world's most cosmopolitan cities, and diversity infuses daily life, food, music and fashion. It even penetrates intrinsically British institutions; the British Museum and Victoria & Albert Museum have collections as varied as they are magnificent, while the flavours at centuries-old Borough Market run the full global gourmet spectrum. London is as much about wide-open vistas and leafy landscape escapes as it is high-density, sight-packed urban exploration. Central London is where the major museums, galleries and most iconic sights congregate, but visit Hampstead Heath or the Queen Elizabeth Olympic Park to flee the crowds and frolic in wide open green expanses. You can also venture further out to Kew Gardens, Richmond or Hampton Court Palace for beautiful panoramas of riverside London followed by a pint in a quiet waterside pub.",https://lp-cms-production.imgix.net/2019-06/55425108.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
los-angeles,https://www.lonelyplanet.com/usa/los-angeles," Ruggedly good looking, deeply creative, with a sunny disposition to boot…if LA were on Tinder, the app would crash. Envy is an ugly thing, New York. While your denizens spend their time sniffling and throwing shade in the snow, Angelenos are busy riding waves, tying up their hiking boots and counting their copious blessings. Think about it: in how many megalopolises can you gallop across rugged mountains just nine miles from City Hall? Despite its heaving head count, LA is a city indelibly tied to mighty Mother Nature. Here, dense, vibrant neighborhoods back onto golden beaches, city streets lead up to flower-carpeted hillsides, and huge, deep-blue skies are an IMAX screen for lingering sunsets made to pierce your heart. Dreams are serious business in La La Land. Home to Hollywood, this is a city where fantastical thoughts are encouraged; a place gleefully wrapped in endless layers of modern legend and mythology. Every year countless small-town dreamers pour onto its streets, itching to share their tales with LA and the world – on screen and stage, in lyrics, or on the whitewashed walls of galleries. The end result is an electrifying whirlpool of creativity: edgy art spaces, cult-status rock venues, acclaimed concert halls and thought-provoking stages, all fueling a city addicted to the weird, the wonderful and the downright scandalous. LA's obsession with creative expression extends to its stucco and mortar. After all, this is where movie palaces look like Chinese temples and ancient Egyptian tombs, where concerts halls twist and curve like steely cartoon characters, and where soda bottling plants look like landlocked ocean liners. Indeed, LA celebrates architectural diversity with astounding gusto. From storybook Hollywood abodes and Silver Lake modernist prototypes, to downtown theaters channeling the Palace of Versailles, no other American city delivers such a thrilling mash-up of architectural styles, statements and role models…often on the very same palm-studded street. So which really has the better food scene: LA or SF? While the latter may claim more Michelin stars, LA packs one heck of a culinary punch. It's here that you'll find California's best tacos, the country's most authentic Korean and one of the nation's biggest concentrations of vegan restaurants. And when it comes to imbibing, SF best take a cable car home. From dirty martinis in a basement power station, to craft brews in a steampunk bowling alley, LA has a knack for turning humble drinking sessions into otherworldly adventures worthy of a toast or three.",https://lp-cms-production.imgix.net/2019-06/f4003584e847990e3cae4b5d8062e342-los-angeles.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
rome,https://www.lonelyplanet.com/italy/rome," A heady mix of haunting ruins, awe-inspiring art and vibrant street life, Italy’s hot-blooded capital is one of the world’s most romantic and charismatic cities. The result of 3000 years of ad hoc urban development, Rome's cityscape is an exhilarating sight. Ancient icons such as the Colosseum, Roman Forum and Pantheon recall the city’s golden age as caput mundi (capital of the world), while monumental basilicas tell of its history as seat of the Catholic Church. Lording it over the skyline, St Peter’s Basilica towers over the Vatican, testifying to the ambition of Rome’s Renaissance popes and the genius of its game-changing architects. Elsewhere, ornate piazzas and showy fountains add a baroque flourish to the city's captivating streets. Few cities can rival Rome's astonishing artistic heritage. Throughout history, the city has starred in the great upheavals of Western art, drawing top artists and inspiring them to push the boundaries of creative achievement. The result is a city awash with priceless treasures. Ancient statues adorn world-class museums; Byzantine mosaics and Renaissance frescoes dazzle in art-rich churches; baroque facades flank medieval piazzas. Stroll through the centre and without even trying you’ll come across masterpieces by the titans of European art – sculptures by Michelangelo, paintings by Caravaggio, frescoes by Raphael and fountains by Bernini. A trip to Rome is as much about lapping up the dolce vita lifestyle as gorging on art and culture. Idling around picturesque streets, whiling away hours at streetside cafes, people-watching on pretty piazzas – these are all central to the Roman experience. The tempo rises in the evening when fashionable drinkers descend on the city’s bars and cafes for a sociable aperitivo (drink with snacks) and trattorias hum with activity. Elsewhere, cheerful hordes mill around popular haunts before heading off to hip cocktail bars and late-night clubs. Eating out is one of Rome's great pleasures and the combination of romantic alfresco settings and superlative food is a guarantee of good times. For contemporary fine dining and five-star wine there are any number of refined restaurants, but for a truly Roman meal head to a boisterous pizzeria or convivial neighbourhood trattoria. That's where the locals go to indulge their passion for thin, crispy pizzas, humble pasta dishes, and cool white wines from the nearby Castelli Romani hills. To finish off, what can beat a gelato followed by a shot of world-beating coffee?",https://lp-cms-production.imgix.net/2019-06/GettyImages-543346435_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
sydney,https://www.lonelyplanet.com/australia/sydney," Sydney, spectacularly draped around its glorious harbour and beaches, has visual wow factor like few other cities. Scratch the surface and it only gets better. National parks ring the city and penetrate right into its heart. Large chunks of harbour are still bush-fringed, while parks cut their way through skyscrapers and suburbs. Consequently, native critters turn up in the most surprising places. Clouds of flying foxes pass overhead at twilight and spend the night rustling around in suburban fig trees; oversized spiders stake out corners of lounge-room walls; possums rattle over roofs of terrace houses; and sulphur-crested cockatoos screech from the railings of urban balconies. At times Sydney's concrete jungle seems more like an actual one – and doesn't that just make it all the more exciting? After a lazy Saturday at the beach, urbane Sydneysiders have a disco nap, hit the showers and head out again. There's always a new restaurant to try, undercover bar to hunt down, hip band to check out, sports team to shout at, show to see or crazy party to attend. The city's pretensions to glamour are well balanced by a casualness that means a cool T-shirt and a tidy pair of jeans will get you in most places. But if you want to dress up and show off, there's plenty of opportunity for that among the sparkling harbour lights. Defined just as much by its rugged Pacific coastline as its exquisite harbour, Sydney relies on its coastal setting to replenish its reserves of charm; venture too far away from the water and the charm suddenly evaporates. Jump on a ferry and Sydney's your oyster – the harbour prises the city's two halves far enough apart to reveal an abundance of pearls. On the coast, Australia ends abruptly in sheer walls of sandstone punctuated by arcs of golden sand. In summer they're covered with bronzed bodies making the most of a climate that encourages outdoor socialising, exercising, flirting and fun. Brash is the word that inevitably gets bandied around when it comes to describing the Harbour City, and let's face it, compared to its Australian sister cities, Sydney is loud, uncompromising and in your face. Fireworks displays are more dazzling here, heels are higher, bodies more buffed, contact sports more brutal, starlets shinier, drag queens glitzier and prices higher. Australia’s best musos, foodies, actors, stockbrokers, models, writers and architects flock to the city to make their mark, and the effect is dazzling: a hyperenergetic, ambitious, optimistic and unprincipled marketplace of the soul, where anything goes and everything usually does.",https://lp-cms-production.imgix.net/2019-06/65830387.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
tokyo,https://www.lonelyplanet.com/japan/tokyo," Yoking past and future, Tokyo dazzles with its traditional culture and passion for everything new. More than any one sight, it's the city itself that enchants visitors. It's a sprawling, organic thing, stretching as far as the eye can see. Always changing, and with a diverse collection of neighbourhoods, no two experiences of the city are ever the same. Some neighbourhoods feel like a vision from the future, with ever taller, sleeker structures popping up each year; others evoke the past with low-slung wooden buildings and glowing lanterns radiating surprising warmth; elsewhere, drab concrete blocks hide art galleries and cocktail bars and every lane hints at possible discoveries. In Tokyo you can experience the whole breadth of Japanese arts and culture. Centuries-old forms of performing arts still play on stages and sumo tournaments draw crowds; every spring, Tokyoites head outside to appreciate the cherry blossoms – a tradition older than the city itself. There are museums covering every era of Japanese art history and also ones that focus on the contemporary – challenging the old distinctions between art with a capital A, pop culture and technology. But there's a playful side to all of this, too: Tokyo is, after all, a city whose public artworks include a scale model of an anime robot. When it comes to Tokyo superlatives, the city's food scene tops the list. But we're not just talking about the famous restaurants and the celebrity chefs: what Tokyo excels at is consistency across the board. Wherever you are, you're usually within 100m of a good, if not great, restaurant. It's a scene that careens nonchalantly between the highs and lows: it's not unusual for a top-class sushi restaurant to share the same block as an oil-spattered noodle joint, and for both to be equally adored. Tokyoites love dining out; join them, and delight in the sheer variety of tastes and experiences the city has to offer. Tokyo can seem daunting at first: the subway map – a tangle of intersecting lines – is often compared to a bowl of noodles. But once you get out there, you'll be surprised how easy it is to navigate. That subway can take you everywhere you want to go; trains are frequent (though sometimes uncomfortably crowded) and almost always on time, and stations are well-signposted in English. That's not to say you won't occasionally find yourself frustratingly disorientated, but locals are generally eager to help you get back on track.",https://lp-cms-production.imgix.net/2019-06/GettyImages-173253572_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
amsterdam,https://www.lonelyplanet.com/the-netherlands/amsterdam," Golden Age canals lined by tilting gabled buildings are the backdrop for Amsterdam's treasure-packed museums, vintage-filled shops and hyper-creative drinking, dining and design scenes. Amsterdam's canal-woven core is laced by atmospheric narrow lanes. You never know what you'll find: a tiny hidden garden; a boutique selling witty, stylised Dutch-designed homewares and fashion; a jewel-box-like jenever (Dutch gin) distillery; a flower stall filled with tulips in a rainbow of hues; an old monastery-turned-classical-music-venue; an ultra-niche restaurant such as an all-avocado specialist or one reinventing age-old Dutch classics. Fringing the centre, post-industrial buildings in up-and-coming neighbourhoods now house creative enterprises, from art galleries to craft breweries and cutting-edge tech start-ups, as well as some of Europe's hottest clubs. You can't walk a kilometre without bumping into a masterpiece in the city. The Van Gogh Museum hangs the world's largest collection by tortured native son Vincent. A few blocks away, Vermeers, Rembrandts and other Golden Age treasures fill the glorious Rijksmuseum. The Museum het Rembrandthuis offers more of Rembrandt via his etching-packed studio, while the Stedelijk Museum counts Matisses and Mondrians among its modern stock. And for blockbuster displays, the Hermitage Amsterdam delivers: the outpost of Russia's State Hermitage Museum sifts through its three-million-piece home trove to mount mega exhibitions. Two-wheeling is a way of life here. It's how Amsterdammers commute to work, go to the shop, and meet a date for dinner. Abundant bike-hire shops make it easy to gear up and take a spin. If locals aren't on a bike, they may well be on the water. With its canals and massive harbour, this city reclaimed from the sea offers countless opportunities to drift. Hop aboard a canal boat (preferably an open-air one) or one of the free ferries behind Centraal Station, or rent your own for a wind-in-your-hair ride. Amsterdam is famously gezellig, a Dutch quality that translates roughly as 'convivial' or 'cosy'. It's more easily experienced than defined. There's a sense of time stopping, an intimacy of the here-and-now that leaves your troubles behind, at least until tomorrow. The easiest place to encounter this feeling is a bruin café (brown cafe; traditional drinking establishment). Named for their wood panelling and walls once stained by smoke, brown cafes have gezelligheid (cosiness) on tap, along with good beer. You can also feel gezellig lingering after dinner in snug restaurants while the candles burn low.",https://lp-cms-production.imgix.net/2019-06/stock-photo-beautiful-amsterdam-76796579.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
cape-town,https://www.lonelyplanet.com/south-africa/cape-town," A coming-together of cultures, cuisines and landscapes, there's nowhere quite like Cape Town, a singularly beautiful city crowned by the magnificent Table Mountain National Park. Table Mountain National Park defines the city. The flat-topped mountain is the headline act, but there are many other equally gorgeous natural landscapes within the park’s extensive boundaries. Cultivated areas, such as the historic Company’s Garden, Kirstenbosch National Botanical Garden and Green Point Urban Park, also make exploring the city a pleasure. Follow the lead of locals by taking full advantage of the abundant outdoor space: learn to surf; go hiking or mountain biking; tandem-paraglide off Lion’s Head; abseil off the top of Table Mountain – just a few of the many activities on offer. Human creativity is also self-evident here – it's one of the things that made the city a World Design Capital in 2014. From the brightly painted facades of the Bo-Kaap and the bathing chalets of Muizenberg, to the Afro-chic decor of its restaurants and bars and the striking street art and innovation incubators of the East City and Woodstock, this is one great-looking metropolis. The informal settlements of the Cape Flats are a sobering counterpoint, but these townships also have enterprising projects that put food from organic market gardens on tables, or stock gift shops with attractive souvenirs. Christian, Muslim, Jewish, Hindu and traditional African beliefs coexist peacefully in this proudly multicultural city. Given South Africa’s troubled history, such harmony has been hard-won and remains fragile: nearly everyone has a fascinating, sometimes heartbreaking story to tell. It’s a city of determined pioneers – from the Afrikaner descendants of the original Dutch colonists and the majority coloured community to the descendants of European Jewish immigrants and more recent Xhosa (isiXhosa) migrants from the Eastern Cape. They all bring unique flavours to Cape Town’s rich melting pot. Wrenching yourself away from the magnetic mountain and all the delights of the Cape Peninsula is a challenge, but within an hour you can exchange urban landscapes for the charming towns, villages and bucolic estates of Winelands destinations, such as Stellenbosch and Franschhoek. Hermanus is a prime whale-watching location, and also a base from which to organise shark-cave diving. Further afield, the delights of the Garden Route unfold, with more inspiring scenery to be viewed on thrilling drives down the coast and over mountain passes.",https://lp-cms-production.imgix.net/2019-06/GettyImages-475149341_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
hong-kong,https://www.lonelyplanet.com/china/hong-kong," Hong Kong welcomes with an iconic skyline, a legendary kitchen, and lush, protected nature where rare birds and colourful traditions thrive. Hong Kong's enchanting neighbourhoods and islands offer a sensory feast. You may find yourself swaying along on a historic double-decker tram, cheering with the hordes at the city-centre horse races, or simply gazing out at the glorious harbour. What most visitors don't immediately realise is that over 70% of Hong Kong is mountains and sprawling country parks, some also home to geological and historical gems. Escape the city limits on one of the world’s smoothest transport systems and spend your day wandering in a Song dynasty village, hiking on a deserted island or kayaking among volcanic sea arches. One of the world's top culinary capitals, the city that worships the God of Cookery has many a demon in the kitchen, whether the deliciousness in the pot is Cantonese, Sichuanese, Japanese or French. So deep is the city's love of food and so broad its culinary repertoire that whatever your gastronomic desires, Hong Kong will find a way to sate them. The answer could be a bowl of wonton noodles, freshly steamed dim sum, a warm pineapple bun wedged with butter, a pair of the sweetest prawns, your first-ever stinky tofu, or the creations of the latest celebrity chef. From off-the-rack Chinese gowns to bespoke speciality knives (and vice versa), the sheer variety of products in Hong Kong’s shops is dizzying. Every budget, need and whim is catered for in 'can do' spirit by a similarly impressive assortment of venues: glitzy malls where the moneyed shop, chic side-street boutiques and vintage dens where fashionistas find their gems, nerdy gadget bazaars, and a mix of markets where you can haggle to your heart’s content. The city has no sales tax so prices are generally attractive to visitors. Underneath the glass and steel of Hong Kong’s commercial persona is a dynamic cultural landscape where its Chinese roots, colonial connections and the contributions of its home-grown talent become intertwined. Here you’re just as likely to find yourself dissecting art in the dizzying number of contemporary galleries as joining in dawn taichi or reading the couplets of a local poet to the drumbeat of a dragon boat. Culture could also mean indie music by the harbour or Chinese opera in a bamboo theatre, not to mention the thousands of shows staged year-round at the city's many museums and concert halls.",https://lp-cms-production.imgix.net/2019-06/stock-photo-the-trench-run-54952580.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
berlin,https://www.lonelyplanet.com/germany/berlin," Berlin's combo of glamour and grit is bound to mesmerise all those keen to explore its vibrant culture, cutting-edge architecture, fabulous food, intense parties and tangible history. Bismarck and Marx, Einstein and Hitler, JFK and Bowie, they’ve all shaped – and been shaped by – Berlin, whose richly textured history confronts you at every turn. This is a city that staged a revolution, was headquartered by Nazis, bombed to bits, divided in two and finally reunited – and that was just in the 20th century! Walk along remnants of the Berlin Wall, marvel at the splendour of a Prussian palace, visit Checkpoint Charlie or stand in the very room where the Holocaust was planned. Berlin is like an endlessly fascinating 3D textbook where the past is very much present wherever you go. Forget about New York – Berlin is the city that truly never sleeps. Sometimes it seems as though Berliners are the lotus-eaters of Germany, people who love nothing more than a good time. The city's vast party spectrum caters for every taste, budget and age group. From tiny basement clubs to industrial techno temples, chestnut-canopied beer gardens to fancy cocktail caverns, saucy cabarets to ear-pleasing symphonies – Berlin delivers hot-stepping odysseys, and not just after dark and on weekends but pretty much 24/7. Pack your stamina! When it comes to creativity, the sky’s the limit in Berlin, which is one of Europe's big start-up capitals. In the last 20 years, the city has become a giant lab of cultural experimentation thanks to a spirit that nurtures and encourages new ideas as well as to once abundant space and cheap rent. Although the last two of these are definitely a thing of the past. Top international performers still grace Berlin's theatre, concert and opera stages; international art-world stars like Olafur Eliasson and Jonathan Meese make their home here; and Clooney and Hanks shoot blockbusters in the German capital. Highbrow, lowbrow and everything in between – there’s plenty of room for the full gamut of cultural expression. Berlin is a big multicultural metropolis but deep down it maintains the unpretentious charm of an international village. Locals and expats follow the credo 'live and let live' and put greater emphasis on personal freedom and a creative lifestyle than on material wealth and status symbols. Cafes are jammed at all hours, drinking is a religious rite and clubs keep going through the weekend into Monday. Size-wise, Berlin is pretty big but its key areas are wonderfully compact and easily navigated on foot, by bike or with public transport.",https://lp-cms-production.imgix.net/2019-06/GettyImages-475150263_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
wellington,https://www.lonelyplanet.com/new-zealand/wellington," On a sunny, windless day, Wellington is up there with the best of them. For starters it’s lovely to look at, sitting on a hook-shaped harbour ringed with ranges that wear a cloak of snow in winter. Victorian timber architecture laces the bushy hillsides above the harbour, which resonate with native birdsong.",https://lp-cms-production.imgix.net/2019-06/iStock_000019858795Large.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
bengaluru-bangalore,https://www.lonelyplanet.com/india/bengaluru-bangalore," Cosmopolitan Bengaluru (formerly Bangalore) is one of India's most progressive and developed cities, blessed with a benevolent climate, a modern metro system, and a burgeoning drinking, dining and shopping scene. Its creature comforts are a godsend to the weary traveller who has done the hard yards, and it's a great city for mixing with locals in craft-beer joints or quirky independent cafes. Though there are no world-class sights, you'll find lovely parks and striking Victorian-era architecture.",https://lp-cms-production.imgix.net/2019-06/GettyImages-470628060_medium.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
santa-fe,https://www.lonelyplanet.com/usa/santa-fe," Missions, museums and Meow Wolf. All are players in the story of 'the city different,' a place that makes its own rules without forgetting its long and storied past. Walking through its adobe neighborhoods, or around the busy plaza that remains its core, there's no denying that Santa Fe has a timeless, earthy soul. Indeed, its artistic inclinations are a principal attraction – there are more quality museums and galleries here than you could see in just one visit.",https://lp-cms-production.imgix.net/2019-06/63f3685aa58d8d635362ecdccc10edd46fd47b894f3fada1c3a5271970e1ae8f.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
tbilisi,https://www.lonelyplanet.com/georgia/tbilisi," With its dramatic valley setting, picturesque Old Town, eclectic architecture and superb eating and drinking opportunities, Tbilisi is the vibrant, beating heart of Georgia and home to more than one in three of its citizens. Add to that the pull of the city's hipster culture, its techno scene and general air of cool, and Tbilisi is confidently sealing its reputation as the South Caucasus' most cosmopolitan city.",https://lp-cms-production.imgix.net/2019-06/22c5e154d806c069b0319cdbbcce24ab-tbilisi.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
kuching,https://www.lonelyplanet.com/malaysia/malaysian-borneo-sarawak/kuching," It's easy to see why Raja Brooke chose this spot for his capital. Hugging the curves of the languid Sungai Sarawak, Kuching was an ideal trading post between other Asian sea ports and Borneo's interior. It's still a gateway to both jungle and sea, and Kuching’s proximity to national parks makes it the ideal base for day trips to wild coastal and rainforest destinations.",https://lp-cms-production.imgix.net/2019-06/GettyImages-571909105_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
oxford,https://www.lonelyplanet.com/england/oxfordshire/oxford," With its honey-coloured colleges arrayed in splendour beside the river, the university town of Oxford is a seductive vision of medieval learning and modern charm. Although there’s more to Oxford than Oxford University, the university is very much the city’s defining feature. Consistently ranked among the world’s most prestigious academic institutions, the university can trace its history back to the 11th century. Within 200 years, it had taken shape as a loose association of independent colleges, and that medieval institution remains recognisable to this day. Modern visitors flock to Oxford to explore those same colleges, housed for the most part in their original historic buildings, and to admire shared university resources such as the magnificent Bodleian Library and the world-class Ashmolean Museum. A gloriously mellow ensemble of golden-hued wonders, Oxford unquestionably ranks among England’s most beautiful cities. In fact, as you stroll through its historic and homogenous core, it can be hard to believe you’re in modern England at all. Certain specific buildings stand out, like the domed and glowing Radcliffe Camera, and you can admire masterpieces by such great architects as Sir Christopher Wren and Nicholas Hawksmoor. Really, though, the joy of visiting Oxford lies in the sheer cumulative splendour of college after century-old college, each playing its own permutation of Gothic chapels, secluded cloisters, and tranquil quadrangles. City of dreaming spires, or city of inspiring dreamers? Oxford authors have an extraordinary record for producing epic works of fantasy, imbued with dreamy, otherworldly qualities. The city would still look familiar to former dons such as Lewis Carroll, author of Alice In Wonderland, and JRR Tolkien and CS Lewis, responsible for The Lord of the Rings and The Chronicles of Narnia respectively. Wind in the Willows author Kenneth Grahame went to school in Oxford, while Philip Pullman’s trilogy, His Dark Materials, revolves around alternative versions of the city. Even Dr Seuss (Theodore Geisel) was here, studying literature at Lincoln College. As befits a city of students and professors, Oxford is one of the last bastions of the great British pub. Irresistible old pubs dotted down its central lanes and alleyways include the charmingly convoluted Turf Tavern, the Bear Inn and the King’s Arms. Some double as literary landmarks, like the Lamb & Flag and the Eagle & Child, near neighbours and regular haunts of the ‘Inklings’, a group of writers that included CS Lewis and JRR Tolkien. Yet more lie out in the surrounding countryside, reached by idyllic riverside walks, like The Perch, The Trout and the Isis Farmhouse.",https://lp-cms-production.imgix.net/2019-06/GettyImages-538290541_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
fes,https://www.lonelyplanet.com/morocco/the-mediterranean-coast-and-the-rif/fes," In its heyday, Fez attracted scholars and philosophers, mathematicians and lawyers, astronomers and theologians. Craftsmen built them houses and palaces, kings endowed mosques and medersas (religious schools), and merchants offered exotic wares from the silk roads and sub-Saharan trade routes. Although Fez lost its influence at the beginning of the 19th century, it remains a supremely self-confident city whose cultural and spiritual lineage beguiles visitors. Something of the medieval remains in the world’s largest car-free urban area: donkeys cart goods down the warren of alleyways, and while there are still ruinous pockets, government efforts to restore the city are showing results.",https://lp-cms-production.imgix.net/2019-06/GettyImages-182059497_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
melaka-city,https://www.lonelyplanet.com/malaysia/melaka-city," The peacock of Malaysian cities, Melaka City preens with its wealth of colourful trishaws, home-grown galleries and crimson colonial buildings. The city’s historic centre achieved Unesco World Heritage status in 2008 and since then Melaka City’s tourism industry has developed at breakneck pace. Old shophouses and mansions have enjoyed makeovers as galleries and hotels and Melaka City’s kaleidoscope of architectural styles – spanning Peranakan, Portuguese, Dutch and British elements – is well preserved. Tourism has boomed, particularly on weekends when the vibrant Jonker Walk Night Market provides music, shopping and street-food galore, but you’ll share the experience elbow-to-elbow with other travellers.",https://lp-cms-production.imgix.net/2019-06/453968517_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
zanzibar-unguja,https://www.lonelyplanet.com/tanzania/zanzibar-archipelago/zanzibar-unguja," For most visitors Zanzibar Town means Stone Town, the historic quarter where you can wander for hours through a maze of narrow streets, easily losing yourself in centuries of history.",https://lp-cms-production.imgix.net/2019-06/96749053.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
split,https://www.lonelyplanet.com/croatia/dalmatia/split," Croatia's second-largest city, Split (Spalato in Italian) is a great place to see Dalmatian life as it’s really lived. Always buzzing, this exuberant city has just the right balance between tradition and modernity. Step inside Diocletian’s Palace (a Unesco World Heritage Site and one of the world’s most impressive Roman monuments) and you’ll see dozens of bars, restaurants and shops thriving amid the atmospheric old walls where Split has been humming along for thousands of years.",https://lp-cms-production.imgix.net/2019-06/89948899.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
bruges,https://www.lonelyplanet.com/belgium/flanders/bruges," If you set out to design a fairy-tale medieval town, it would be hard to improve on central Bruges (Brugge in Dutch), one of Europe's best preserved cities. Picturesque cobbled lanes and dreamy canals link photogenic market squares lined with soaring towers, historical churches and lane after lane of old whitewashed almshouses.",https://lp-cms-production.imgix.net/2019-06/379181.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
luxor,https://www.lonelyplanet.com/egypt/nile-valley/luxor," Luxor is often called the world’s greatest open-air museum, but that comes nowhere near describing this extraordinary place. Nothing in the world compares to the scale and grandeur of the monuments that have survived from ancient Thebes.",https://lp-cms-production.imgix.net/2019-06/d50cac36862861147be73eb770574100-luxor.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
lviv,https://www.lonelyplanet.com/ukraine/western-ukraine/lviv," If you’ve spent time in other Ukrainian regions, Lviv will come as a shock. Mysterious and architecturally lovely, this Unesco-listed city is the country’s least Soviet and exudes the same authentic Central European charm as pretourism Prague or Kraków once did. Its quaint cobbles, bean-perfumed coffeehouses and rattling trams are a continent away from the Soviet brutalism of the east. It’s also a place where the candle of Ukrainian national identity burns brightest and where Russian is definitely a minority language.",https://lp-cms-production.imgix.net/2019-06/c23c04302f55caf5616d901bf0469f62-ploshcha-rynok.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
